<<<<<<< HEAD
city,place_type,location,date_time,temp_celsius,rain_1h,clouds_all,day,hour,month,dayofweek,event_density,footfall
Tirunelveli,mall,Mall near Tirunelveli,2024-01-03 15:00:00,26.8,0.01,25,3,15,1,2,0.0,2336
Pollachi,metro_station,Metro_Station near Pollachi,2024-08-24 17:00:00,24.8,0.84,70,24,17,8,5,0.0,6399
Kanyakumari,stadium,Stadium near Kanyakumari,2024-10-03 07:00:00,35.5,1.72,71,3,7,10,3,0.0,390
Nagercoil,college,College near Nagercoil,2024-07-06 00:00:00,25.2,1.64,27,6,0,7,5,0.0,373
Dindigul,hospital,Hospital near Dindigul,2024-03-22 01:00:00,36.2,0.43,32,22,1,3,4,0.2,986
Nagercoil,college,College near Nagercoil,2024-05-31 05:00:00,33.4,2.86,21,31,5,5,4,0.0,1261
Tirunelveli,mall,Mall near Tirunelveli,2024-07-26 10:00:00,32.6,0.72,23,26,10,7,4,0.0,2074
Tiruppur,tourist_spot,Tourist_Spot near Tiruppur,2024-09-17 23:00:00,28.5,2.19,0,17,23,9,1,0.0,1085
Nagercoil,bus_stop,Bus_Stop near Nagercoil,2024-10-10 19:00:00,39.5,0.22,6,10,19,10,3,0.0,4702
Tirunelveli,bus_stop,Bus_Stop near Tirunelveli,2024-08-17 03:00:00,33.6,6.86,66,17,3,8,5,0.0,3132
Thoothukudi,hospital,Hospital near Thoothukudi,2024-10-12 23:00:00,33.0,0.93,15,12,23,10,5,0.0,646
Sivakasi,park,Park near Sivakasi,2024-07-11 01:00:00,33.4,13.33,5,11,1,7,3,0.0,251
Kanyakumari,theater,Theater near Kanyakumari,2024-07-02 18:00:00,27.7,3.95,91,2,18,7,1,0.0,657
Vellore,stadium,Stadium near Vellore,2024-12-17 22:00:00,27.3,0.96,28,17,22,12,1,0.0,1498
Sivakasi,tourist_spot,Tourist_Spot near Sivakasi,2024-11-15 16:00:00,26.5,7.62,53,15,16,11,4,0.0,1518
Nagercoil,park,Park near Nagercoil,2024-04-05 10:00:00,28.1,0.02,11,5,10,4,4,0.2,818
Nagercoil,metro_station,Metro_Station near Nagercoil,2024-10-22 18:00:00,33.3,2.07,41,22,18,10,1,0.0,5632
Pollachi,hospital,Hospital near Pollachi,2024-01-16 12:00:00,27.5,0.28,34,16,12,1,1,0.2,942
Erode,bus_stop,Bus_Stop near Erode,2024-04-22 22:00:00,25.0,3.97,35,22,22,4,0,0.0,3527
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-11-25 03:00:00,29.3,3.68,32,25,3,11,0,0.0,905
Tirunelveli,stadium,Stadium near Tirunelveli,2024-06-07 06:00:00,27.7,5.89,34,7,6,6,4,0.0,603
Sivakasi,tourist_spot,Tourist_Spot near Sivakasi,2024-05-17 01:00:00,26.1,1.13,84,17,1,5,4,0.2,1222
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-04-24 21:00:00,30.6,1.64,0,24,21,4,2,0.0,1316
Nagercoil,tourist_spot,Tourist_Spot near Nagercoil,2024-06-07 02:00:00,33.9,5.42,12,7,2,6,4,0.5,1616
Tiruppur,railway_station,Railway_Station near Tiruppur,2024-06-19 04:00:00,37.2,10.95,0,19,4,6,2,0.0,3096
Chennai,stadium,Stadium near Chennai,2024-02-20 04:00:00,30.9,0.03,6,20,4,2,1,0.0,604
Kanchipuram,metro_station,Metro_Station near Kanchipuram,2024-04-07 01:00:00,29.2,0.9,60,7,1,4,6,0.0,2529
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-07-08 10:00:00,29.7,2.08,20,8,10,7,0,0.2,1879
Sivakasi,college,College near Sivakasi,2024-06-06 16:00:00,32.1,2.38,7,6,16,6,3,0.0,1554
Madurai,metro_station,Metro_Station near Madurai,2024-02-14 08:00:00,28.9,1.88,42,14,8,2,2,0.2,6701
Cuddalore,temple,Temple near Cuddalore,2024-09-10 04:00:00,27.1,0.72,30,10,4,9,1,0.0,1459
Thoothukudi,park,Park near Thoothukudi,2024-01-19 18:00:00,20.4,1.77,44,19,18,1,4,0.0,1109
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-10-17 20:00:00,31.7,0.28,65,17,20,10,3,0.0,1172
Tirunelveli,temple,Temple near Tirunelveli,2024-01-28 06:00:00,32.0,0.36,16,28,6,1,6,0.2,3644
Cuddalore,temple,Temple near Cuddalore,2024-03-19 02:00:00,27.8,0.06,52,19,2,3,1,0.0,1615
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-01-12 22:00:00,30.3,0.56,99,12,22,1,4,0.0,833
Karur,metro_station,Metro_Station near Karur,2024-05-25 19:00:00,34.4,1.56,2,25,19,5,5,0.0,3973
Erode,theater,Theater near Erode,2024-03-21 12:00:00,26.5,1.61,58,21,12,3,3,0.0,367
Tiruppur,bus_stop,Bus_Stop near Tiruppur,2024-07-07 23:00:00,36.7,0.69,62,7,23,7,6,0.0,2740
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-09-21 16:00:00,34.8,0.18,63,21,16,9,5,0.0,1922
Kanyakumari,bus_stop,Bus_Stop near Kanyakumari,2024-10-03 02:00:00,28.0,0.22,78,3,2,10,3,0.0,2271
Tiruppur,park,Park near Tiruppur,2024-06-02 02:00:00,34.0,6.99,35,2,2,6,6,0.0,557
Chennai,metro_station,Metro_Station near Chennai,2024-10-05 03:00:00,22.5,1.19,91,5,3,10,5,0.0,2983
Villupuram,stadium,Stadium near Villupuram,2024-01-21 16:00:00,33.8,0.05,0,21,16,1,6,0.2,514
Salem,metro_station,Metro_Station near Salem,2024-03-06 16:00:00,25.0,3.2,94,6,16,3,2,0.2,2760
Coimbatore,theater,Theater near Coimbatore,2024-10-29 23:00:00,26.9,0.79,0,29,23,10,1,0.0,608
Vellore,bus_stop,Bus_Stop near Vellore,2024-12-19 22:00:00,25.9,1.92,23,19,22,12,3,0.0,2110
Thoothukudi,hospital,Hospital near Thoothukudi,2024-09-12 01:00:00,38.8,0.22,0,12,1,9,3,0.0,1066
Tiruppur,metro_station,Metro_Station near Tiruppur,2024-10-05 03:00:00,33.6,0.54,30,5,3,10,5,0.0,3590
Cuddalore,park,Park near Cuddalore,2024-11-12 11:00:00,26.9,0.7,17,12,11,11,1,0.5,800
Chennai,metro_station,Metro_Station near Chennai,2024-08-29 00:00:00,38.7,6.84,69,29,0,8,3,0.0,3338
Pollachi,hospital,Hospital near Pollachi,2024-12-28 15:00:00,28.2,2.09,19,28,15,12,5,0.0,861
Madurai,railway_station,Railway_Station near Madurai,2024-06-26 10:00:00,27.3,2.93,48,26,10,6,2,0.0,2700
Kanchipuram,tourist_spot,Tourist_Spot near Kanchipuram,2024-06-18 10:00:00,29.5,0.89,48,18,10,6,1,0.0,1536
Pollachi,college,College near Pollachi,2024-10-02 03:00:00,27.3,0.46,34,2,3,10,2,0.0,834
Thoothukudi,mall,Mall near Thoothukudi,2024-03-17 03:00:00,30.0,3.1,22,17,3,3,6,0.0,2634
Tiruppur,temple,Temple near Tiruppur,2024-02-24 01:00:00,29.8,0.66,36,24,1,2,5,0.0,2047
Erode,tourist_spot,Tourist_Spot near Erode,2024-07-13 13:00:00,27.7,0.77,0,13,13,7,5,0.0,1755
Karur,tourist_spot,Tourist_Spot near Karur,2024-08-28 16:00:00,19.9,2.46,43,28,16,8,2,0.0,1462
Salem,railway_station,Railway_Station near Salem,2024-03-08 04:00:00,29.5,1.13,66,8,4,3,4,0.0,3963
Thoothukudi,bus_stop,Bus_Stop near Thoothukudi,2024-01-18 10:00:00,19.7,0.18,20,18,10,1,3,0.0,2907
Dindigul,bus_stop,Bus_Stop near Dindigul,2024-06-30 06:00:00,27.1,22.02,19,30,6,6,6,0.0,2620
Cuddalore,mall,Mall near Cuddalore,2024-04-11 18:00:00,26.6,0.83,69,11,18,4,3,0.0,2854
Dindigul,theater,Theater near Dindigul,2024-12-06 07:00:00,27.7,1.11,11,6,7,12,4,0.0,357
Tiruppur,stadium,Stadium near Tiruppur,2024-02-22 03:00:00,35.4,0.14,74,22,3,2,3,0.2,596
Pollachi,stadium,Stadium near Pollachi,2024-07-16 09:00:00,35.6,0.0,21,16,9,7,1,0.0,501
Tiruppur,temple,Temple near Tiruppur,2024-05-20 02:00:00,27.5,0.45,11,20,2,5,0,0.0,1518
Tiruppur,stadium,Stadium near Tiruppur,2024-09-18 06:00:00,28.7,6.19,11,18,6,9,2,0.2,593
Salem,stadium,Stadium near Salem,2024-07-18 23:00:00,28.0,1.19,36,18,23,7,3,0.0,1512
Tiruchirappalli,park,Park near Tiruchirappalli,2024-08-16 00:00:00,29.3,0.74,49,16,0,8,4,1.0,1126
Tiruchirappalli,tourist_spot,Tourist_Spot near Tiruchirappalli,2024-07-03 07:00:00,28.8,0.78,44,3,7,7,2,0.0,838
Cuddalore,mall,Mall near Cuddalore,2024-10-22 13:00:00,28.0,0.45,65,22,13,10,1,0.0,2069
Cuddalore,hospital,Hospital near Cuddalore,2024-12-17 12:00:00,35.3,0.6,0,17,12,12,1,0.0,819
Erode,stadium,Stadium near Erode,2024-07-31 07:00:00,31.3,0.33,27,31,7,7,2,0.0,423
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-04-28 12:00:00,28.1,2.05,40,28,12,4,6,0.0,2376
Tirunelveli,bus_stop,Bus_Stop near Tirunelveli,2024-11-16 01:00:00,28.1,2.54,56,16,1,11,5,0.0,2967
Kanchipuram,railway_station,Railway_Station near Kanchipuram,2024-06-10 15:00:00,33.9,0.61,29,10,15,6,0,0.0,2109
Kanchipuram,metro_station,Metro_Station near Kanchipuram,2024-10-01 01:00:00,26.2,0.76,20,1,1,10,1,0.0,2455
Karur,college,College near Karur,2024-07-10 20:00:00,34.8,3.76,21,10,20,7,2,0.5,1627
Madurai,railway_station,Railway_Station near Madurai,2024-10-28 14:00:00,32.9,0.36,90,28,14,10,0,0.0,2006
Coimbatore,temple,Temple near Coimbatore,2024-04-25 20:00:00,38.7,1.91,66,25,20,4,3,0.5,3783
Erode,mall,Mall near Erode,2024-10-26 12:00:00,28.1,0.8,64,26,12,10,5,0.0,2356
Salem,metro_station,Metro_Station near Salem,2024-09-10 09:00:00,39.9,2.88,74,10,9,9,1,0.2,7682
Tirunelveli,metro_station,Metro_Station near Tirunelveli,2024-10-08 00:00:00,42.0,6.92,64,8,0,10,1,1.0,5795
Nagercoil,mall,Mall near Nagercoil,2024-06-13 13:00:00,30.5,3.26,21,13,13,6,3,0.0,2077
Nagercoil,park,Park near Nagercoil,2024-07-05 11:00:00,18.9,0.76,18,5,11,7,4,0.0,511
Tiruchirappalli,railway_station,Railway_Station near Tiruchirappalli,2024-02-28 22:00:00,32.1,0.56,56,28,22,2,2,0.0,2562
Dindigul,bus_stop,Bus_Stop near Dindigul,2024-04-05 17:00:00,26.7,1.87,97,5,17,4,4,0.0,4551
Kanyakumari,tourist_spot,Tourist_Spot near Kanyakumari,2024-02-08 23:00:00,28.4,0.96,33,8,23,2,3,0.0,1362
Kanchipuram,mall,Mall near Kanchipuram,2024-05-09 21:00:00,34.4,2.69,53,9,21,5,3,0.0,3412
Tiruppur,metro_station,Metro_Station near Tiruppur,2024-01-26 15:00:00,37.5,2.19,28,26,15,1,4,0.0,3451
Nagercoil,railway_station,Railway_Station near Nagercoil,2024-07-26 13:00:00,31.1,2.58,32,26,13,7,4,0.0,2907
Madurai,park,Park near Madurai,2024-10-19 15:00:00,33.1,1.56,51,19,15,10,5,0.0,649
Dindigul,hospital,Hospital near Dindigul,2024-11-21 21:00:00,31.0,1.16,43,21,21,11,3,0.0,637
Vellore,bus_stop,Bus_Stop near Vellore,2024-09-09 10:00:00,39.3,0.07,60,9,10,9,0,0.0,3253
Tiruchirappalli,tourist_spot,Tourist_Spot near Tiruchirappalli,2024-05-13 03:00:00,32.0,1.03,0,13,3,5,0,0.2,1399
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-11-05 15:00:00,26.6,0.64,35,5,15,11,1,0.0,1145
Villupuram,college,College near Villupuram,2024-12-23 20:00:00,31.3,0.97,60,23,20,12,0,0.0,1150
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-06-12 06:00:00,30.0,3.36,46,12,6,6,2,0.0,1106
Tiruchirappalli,mall,Mall near Tiruchirappalli,2024-08-15 20:00:00,31.8,1.85,27,15,20,8,3,0.0,3072
Kanchipuram,college,College near Kanchipuram,2024-06-03 04:00:00,33.7,6.94,40,3,4,6,0,0.0,868
Tirunelveli,college,College near Tirunelveli,2024-02-27 23:00:00,29.5,1.97,26,27,23,2,1,0.0,1568
Sivakasi,stadium,Stadium near Sivakasi,2024-09-11 15:00:00,25.2,2.07,77,11,15,9,2,0.0,288
Kanchipuram,tourist_spot,Tourist_Spot near Kanchipuram,2024-08-02 04:00:00,27.6,0.89,29,2,4,8,4,0.0,931
Tiruppur,theater,Theater near Tiruppur,2024-07-11 10:00:00,33.2,22.75,51,11,10,7,3,0.0,220
Kanyakumari,hospital,Hospital near Kanyakumari,2024-01-17 19:00:00,28.3,0.01,43,17,19,1,2,0.0,802
Madurai,hospital,Hospital near Madurai,2024-05-24 22:00:00,22.6,0.38,53,24,22,5,4,0.0,877
Vellore,tourist_spot,Tourist_Spot near Vellore,2024-07-24 01:00:00,27.7,1.74,0,24,1,7,2,0.0,852
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-05-13 06:00:00,29.5,0.7,75,13,6,5,0,0.0,830
Thoothukudi,temple,Temple near Thoothukudi,2024-08-11 19:00:00,27.6,5.1,0,11,19,8,6,0.0,2452
Ramanathapuram,theater,Theater near Ramanathapuram,2024-04-18 05:00:00,33.8,5.96,25,18,5,4,3,0.0,276
Nagercoil,park,Park near Nagercoil,2024-07-28 10:00:00,32.6,0.66,5,28,10,7,6,0.0,616
Kanyakumari,railway_station,Railway_Station near Kanyakumari,2024-11-17 06:00:00,29.1,1.23,67,17,6,11,6,0.0,2210
Tirunelveli,temple,Temple near Tirunelveli,2024-12-05 19:00:00,34.0,1.49,31,5,19,12,3,0.0,3312
Vellore,metro_station,Metro_Station near Vellore,2024-08-04 23:00:00,26.9,4.31,0,4,23,8,6,0.0,2464
Tiruchirappalli,railway_station,Railway_Station near Tiruchirappalli,2024-06-17 17:00:00,24.5,0.95,62,17,17,6,0,0.0,6320
Coimbatore,college,College near Coimbatore,2024-11-26 13:00:00,35.3,0.35,0,26,13,11,1,0.0,2177
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-07-21 12:00:00,33.3,5.3,29,21,12,7,6,0.2,2107
Thoothukudi,park,Park near Thoothukudi,2024-07-20 04:00:00,23.2,1.22,21,20,4,7,5,0.0,505
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-07-08 07:00:00,30.6,5.54,25,8,7,7,0,0.0,1122
Sivakasi,stadium,Stadium near Sivakasi,2024-08-08 05:00:00,31.1,1.27,70,8,5,8,3,0.0,438
Cuddalore,hospital,Hospital near Cuddalore,2024-12-22 03:00:00,31.2,4.5,66,22,3,12,6,1.0,1425
Thoothukudi,railway_station,Railway_Station near Thoothukudi,2024-04-24 00:00:00,21.7,0.25,100,24,0,4,2,0.0,1975
Villupuram,metro_station,Metro_Station near Villupuram,2024-11-08 00:00:00,24.5,3.88,70,8,0,11,4,0.0,2767
Coimbatore,hospital,Hospital near Coimbatore,2024-11-02 23:00:00,40.3,0.69,93,2,23,11,5,0.0,543
Ramanathapuram,park,Park near Ramanathapuram,2024-01-02 23:00:00,37.8,0.17,43,2,23,1,1,0.0,585
Thoothukudi,stadium,Stadium near Thoothukudi,2024-03-05 18:00:00,32.3,7.36,82,5,18,3,1,0.5,2133
Coimbatore,theater,Theater near Coimbatore,2024-07-01 02:00:00,34.7,6.02,30,1,2,7,0,0.0,357
Tirunelveli,metro_station,Metro_Station near Tirunelveli,2024-02-04 00:00:00,26.7,0.01,69,4,0,2,6,0.5,4910
Cuddalore,temple,Temple near Cuddalore,2024-08-23 22:00:00,33.3,0.04,59,23,22,8,4,0.0,1714
Vellore,mall,Mall near Vellore,2024-02-12 18:00:00,28.7,0.62,77,12,18,2,0,0.0,4018
Pollachi,tourist_spot,Tourist_Spot near Pollachi,2024-12-27 15:00:00,29.2,0.26,70,27,15,12,4,0.0,1579
Pollachi,park,Park near Pollachi,2024-07-13 21:00:00,33.8,1.38,45,13,21,7,5,0.0,467
Sivakasi,stadium,Stadium near Sivakasi,2024-12-05 10:00:00,29.5,0.26,70,5,10,12,3,0.0,512
Tiruchirappalli,college,College near Tiruchirappalli,2024-10-22 06:00:00,28.2,2.07,0,22,6,10,1,0.2,1442
Cuddalore,park,Park near Cuddalore,2024-04-07 22:00:00,33.2,0.25,41,7,22,4,6,0.0,578
Tirunelveli,theater,Theater near Tirunelveli,2024-04-10 07:00:00,41.3,0.01,17,10,7,4,2,0.0,410
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-10-19 14:00:00,31.7,2.38,53,19,14,10,5,0.0,1639
Dindigul,bus_stop,Bus_Stop near Dindigul,2024-02-28 19:00:00,27.5,1.63,0,28,19,2,2,0.5,8166
Vellore,bus_stop,Bus_Stop near Vellore,2024-06-05 00:00:00,36.5,2.22,53,5,0,6,2,0.5,4950
Kanyakumari,theater,Theater near Kanyakumari,2024-05-29 11:00:00,27.8,0.67,45,29,11,5,2,0.0,278
Nagercoil,tourist_spot,Tourist_Spot near Nagercoil,2024-09-10 13:00:00,42.0,0.55,41,10,13,9,1,0.2,1867
Thoothukudi,railway_station,Railway_Station near Thoothukudi,2024-04-17 17:00:00,35.4,1.09,51,17,17,4,2,0.0,5352
Coimbatore,railway_station,Railway_Station near Coimbatore,2024-05-02 19:00:00,25.7,0.81,51,2,19,5,3,0.0,3842
Tiruchirappalli,hospital,Hospital near Tiruchirappalli,2024-04-28 01:00:00,27.2,1.54,5,28,1,4,6,0.0,977
Nagercoil,hospital,Hospital near Nagercoil,2024-10-08 14:00:00,30.9,0.05,16,8,14,10,1,0.0,870
Vellore,college,College near Vellore,2024-04-07 16:00:00,20.4,2.09,50,7,16,4,6,0.0,628
Karur,college,College near Karur,2024-09-14 14:00:00,29.0,7.75,30,14,14,9,5,0.0,536
Coimbatore,theater,Theater near Coimbatore,2024-08-25 03:00:00,31.0,1.61,42,25,3,8,6,0.0,362
Vellore,temple,Temple near Vellore,2024-02-19 12:00:00,21.1,0.78,68,19,12,2,0,0.0,1616
Ramanathapuram,college,College near Ramanathapuram,2024-10-24 23:00:00,26.9,0.36,66,24,23,10,3,0.0,1185
Coimbatore,hospital,Hospital near Coimbatore,2024-12-03 23:00:00,34.7,1.32,40,3,23,12,1,0.2,847
Dindigul,theater,Theater near Dindigul,2024-01-19 11:00:00,31.3,0.93,51,19,11,1,4,0.0,317
Erode,temple,Temple near Erode,2024-08-18 16:00:00,34.9,3.69,37,18,16,8,6,0.0,1574
Karur,college,College near Karur,2024-09-02 11:00:00,31.0,9.74,34,2,11,9,0,0.0,2075
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-03-13 09:00:00,29.9,0.83,26,13,9,3,2,0.0,1420
Thoothukudi,tourist_spot,Tourist_Spot near Thoothukudi,2024-05-15 21:00:00,24.7,2.12,27,15,21,5,2,0.0,989
Ramanathapuram,temple,Temple near Ramanathapuram,2024-05-07 07:00:00,31.8,0.41,90,7,7,5,1,0.0,3940
Chennai,railway_station,Railway_Station near Chennai,2024-06-02 03:00:00,33.5,0.09,44,2,3,6,6,0.0,2669
Ramanathapuram,hospital,Hospital near Ramanathapuram,2024-05-19 14:00:00,29.8,0.2,0,19,14,5,6,0.0,790
Vellore,tourist_spot,Tourist_Spot near Vellore,2024-05-18 20:00:00,32.0,0.39,69,18,20,5,5,0.5,1846
Dindigul,hospital,Hospital near Dindigul,2024-01-07 09:00:00,27.5,0.57,9,7,9,1,6,0.0,824
Salem,theater,Theater near Salem,2024-11-07 16:00:00,23.7,0.58,58,7,16,11,3,0.0,278
Tiruchirappalli,college,College near Tiruchirappalli,2024-09-28 04:00:00,27.4,0.6,24,28,4,9,5,0.0,456
Vellore,temple,Temple near Vellore,2024-01-20 18:00:00,32.6,1.33,0,20,18,1,5,0.0,2922
Tirunelveli,college,College near Tirunelveli,2024-04-05 18:00:00,30.4,0.05,0,5,18,4,4,0.0,1238
Kanchipuram,temple,Temple near Kanchipuram,2024-04-11 23:00:00,35.6,0.18,45,11,23,4,3,0.0,1317
Dindigul,park,Park near Dindigul,2024-10-21 23:00:00,28.2,1.65,0,21,23,10,0,0.0,516
Tiruppur,temple,Temple near Tiruppur,2024-08-28 17:00:00,30.0,0.98,82,28,17,8,2,0.0,1215
Sivakasi,park,Park near Sivakasi,2024-03-08 00:00:00,39.2,0.32,24,8,0,3,4,0.0,579
Salem,temple,Temple near Salem,2024-05-06 19:00:00,31.5,0.87,39,6,19,5,0,0.0,2912
Thoothukudi,bus_stop,Bus_Stop near Thoothukudi,2024-01-22 08:00:00,36.0,2.36,62,22,8,1,0,0.0,7324
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-06-02 20:00:00,24.3,0.25,89,2,20,6,6,0.0,1460
Ramanathapuram,tourist_spot,Tourist_Spot near Ramanathapuram,2024-05-28 05:00:00,37.5,0.3,42,28,5,5,1,0.0,1003
Madurai,park,Park near Madurai,2024-08-27 19:00:00,37.8,2.89,39,27,19,8,1,0.5,1477
Nagercoil,theater,Theater near Nagercoil,2024-01-22 23:00:00,24.1,1.95,45,22,23,1,0,0.0,781
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-04-04 02:00:00,36.0,1.75,21,4,2,4,3,0.0,689
Vellore,tourist_spot,Tourist_Spot near Vellore,2024-11-21 06:00:00,32.4,1.71,28,21,6,11,3,0.0,1174
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-03-03 23:00:00,23.3,1.44,0,3,23,3,6,0.0,1265
Villupuram,temple,Temple near Villupuram,2024-08-21 10:00:00,33.0,0.5,15,21,10,8,2,0.0,2880
Erode,college,College near Erode,2024-03-18 09:00:00,30.7,1.68,46,18,9,3,0,0.0,1896
Kanchipuram,mall,Mall near Kanchipuram,2024-03-29 12:00:00,30.3,1.96,42,29,12,3,4,1.0,3885
Thoothukudi,temple,Temple near Thoothukudi,2024-06-02 20:00:00,34.5,7.23,87,2,20,6,6,0.0,3590
Madurai,hospital,Hospital near Madurai,2024-01-19 09:00:00,37.0,4.56,0,19,9,1,4,0.0,895
Coimbatore,bus_stop,Bus_Stop near Coimbatore,2024-07-21 13:00:00,37.0,6.87,23,21,13,7,6,0.0,2610
Villupuram,hospital,Hospital near Villupuram,2024-02-13 19:00:00,22.4,0.01,7,13,19,2,1,0.0,805
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-01-27 22:00:00,29.6,0.43,0,27,22,1,5,0.0,3786
Tiruchirappalli,hospital,Hospital near Tiruchirappalli,2024-08-18 17:00:00,34.5,11.71,37,18,17,8,6,0.0,808
Dindigul,theater,Theater near Dindigul,2024-04-03 21:00:00,24.8,2.03,7,3,21,4,2,0.0,697
Dindigul,railway_station,Railway_Station near Dindigul,2024-09-06 02:00:00,32.8,3.4,38,6,2,9,4,0.0,2955
Kanchipuram,metro_station,Metro_Station near Kanchipuram,2024-11-12 22:00:00,22.3,1.62,0,12,22,11,1,0.0,3166
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-06-14 08:00:00,27.2,0.36,70,14,8,6,4,0.0,964
Kanyakumari,tourist_spot,Tourist_Spot near Kanyakumari,2024-05-12 03:00:00,32.7,0.73,50,12,3,5,6,0.0,1407
Coimbatore,park,Park near Coimbatore,2024-12-09 12:00:00,23.9,0.36,2,9,12,12,0,0.0,583
Sivakasi,metro_station,Metro_Station near Sivakasi,2024-11-28 07:00:00,37.4,0.4,26,28,7,11,3,0.0,5740
Erode,college,College near Erode,2024-07-23 21:00:00,30.6,0.68,1,23,21,7,1,0.0,1187
Thoothukudi,mall,Mall near Thoothukudi,2024-09-10 10:00:00,34.0,14.79,16,10,10,9,1,0.0,1703
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-09-20 06:00:00,25.3,2.11,67,20,6,9,4,0.0,918
Kanyakumari,bus_stop,Bus_Stop near Kanyakumari,2024-11-01 23:00:00,29.1,0.07,19,1,23,11,4,0.5,4714
Kanchipuram,bus_stop,Bus_Stop near Kanchipuram,2024-01-16 07:00:00,32.8,0.99,44,16,7,1,1,0.2,8053
Tiruchirappalli,theater,Theater near Tiruchirappalli,2024-09-27 07:00:00,29.5,0.11,62,27,7,9,4,0.0,358
Thoothukudi,park,Park near Thoothukudi,2024-04-26 13:00:00,39.4,0.66,8,26,13,4,4,0.0,560
Karur,college,College near Karur,2024-12-08 23:00:00,25.5,5.23,47,8,23,12,6,0.0,374
Kanyakumari,tourist_spot,Tourist_Spot near Kanyakumari,2024-05-06 22:00:00,21.6,0.98,58,6,22,5,0,0.0,830
Erode,theater,Theater near Erode,2024-01-16 13:00:00,32.1,2.91,0,16,13,1,1,0.0,277
Salem,mall,Mall near Salem,2024-12-13 04:00:00,30.3,0.19,61,13,4,12,4,0.0,1799
Tirunelveli,mall,Mall near Tirunelveli,2024-09-19 20:00:00,21.6,5.84,22,19,20,9,3,0.0,3643
Coimbatore,college,College near Coimbatore,2024-06-06 09:00:00,36.7,0.4,36,6,9,6,3,0.2,2157
Karur,hospital,Hospital near Karur,2024-04-15 22:00:00,36.6,2.74,65,15,22,4,0,0.0,843
Pollachi,park,Park near Pollachi,2024-06-16 23:00:00,22.2,2.65,43,16,23,6,6,0.0,538
Madurai,temple,Temple near Madurai,2024-04-20 10:00:00,28.8,1.47,10,20,10,4,5,0.0,4278
Chennai,mall,Mall near Chennai,2024-06-01 12:00:00,29.1,2.23,78,1,12,6,5,1.0,5032
Coimbatore,theater,Theater near Coimbatore,2024-09-08 06:00:00,27.6,0.86,33,8,6,9,6,0.0,433
Ramanathapuram,college,College near Ramanathapuram,2024-01-17 16:00:00,21.5,6.56,1,17,16,1,2,0.2,2837
Dindigul,park,Park near Dindigul,2024-03-30 08:00:00,36.1,0.78,28,30,8,3,5,0.0,660
Dindigul,railway_station,Railway_Station near Dindigul,2024-02-11 07:00:00,29.8,0.09,94,11,7,2,6,0.0,5646
Chennai,tourist_spot,Tourist_Spot near Chennai,2024-10-14 15:00:00,27.5,4.08,100,14,15,10,0,0.0,1780
Salem,metro_station,Metro_Station near Salem,2024-04-11 15:00:00,25.1,2.49,43,11,15,4,3,0.0,2787
Coimbatore,stadium,Stadium near Coimbatore,2024-12-18 10:00:00,33.9,0.49,51,18,10,12,2,0.0,340
Coimbatore,stadium,Stadium near Coimbatore,2024-03-14 14:00:00,30.4,0.93,39,14,14,3,3,0.0,505
Salem,hospital,Hospital near Salem,2024-11-06 14:00:00,28.1,8.54,49,6,14,11,2,0.0,787
Thoothukudi,bus_stop,Bus_Stop near Thoothukudi,2024-07-08 13:00:00,25.2,11.2,32,8,13,7,0,0.0,3539
Kanchipuram,park,Park near Kanchipuram,2024-02-09 05:00:00,25.3,1.6,49,9,5,2,4,0.0,482
Dindigul,park,Park near Dindigul,2024-03-20 13:00:00,29.0,0.46,50,20,13,3,2,0.0,580
Dindigul,college,College near Dindigul,2024-01-03 22:00:00,23.9,1.76,44,3,22,1,2,0.0,1206
Dindigul,bus_stop,Bus_Stop near Dindigul,2024-03-12 07:00:00,28.7,0.05,73,12,7,3,1,0.2,7264
Madurai,college,College near Madurai,2024-12-10 05:00:00,23.9,1.96,36,10,5,12,1,0.0,1694
Karur,tourist_spot,Tourist_Spot near Karur,2024-12-02 19:00:00,30.8,0.57,3,2,19,12,0,0.0,837
Nagercoil,park,Park near Nagercoil,2024-07-07 05:00:00,24.6,0.46,100,7,5,7,6,0.2,572
